Namespace(config='config/covertype.yml', model_name='MLP', dataset='Covertype', objective='classification', use_gpu=True, gpu_ids=[0, 1], data_parallel=False, optimize_hyperparameters=False, n_trials=5, direction='minimize', num_splits=5, shuffle=True, seed=221, scale=True, target_encode=True, one_hot_encode=False, batch_size=16384, val_batch_size=16384, early_stopping_rounds=400, epochs=400, logging_period=100, num_features=54, num_classes=7, cat_idx=None, cat_dims=None)
Train model with given hyperparameters
Loading dataset Covertype...
Dataset loaded!
(581012, 54)
Epoch 207, Val Loss: 1.53161
Epoch 208, Val Loss: 1.53071
Epoch 209, Val Loss: 1.53057
Epoch 210, Val Loss: 1.53135
Epoch 211, Val Loss: 1.53074
Epoch 212, Val Loss: 1.53170
Epoch 213, Val Loss: 1.53016
Epoch 214, Val Loss: 1.53027
Epoch 215, Val Loss: 1.53209
Epoch 216, Val Loss: 1.53180
Epoch 217, Val Loss: 1.53231
Epoch 218, Val Loss: 1.53433
Epoch 219, Val Loss: 1.53085
Epoch 220, Val Loss: 1.52913
Epoch 221, Val Loss: 1.52896
Epoch 222, Val Loss: 1.52870
Epoch 223, Val Loss: 1.52913
Epoch 224, Val Loss: 1.53171
Epoch 225, Val Loss: 1.53238
Epoch 226, Val Loss: 1.53287
Epoch 227, Val Loss: 1.53346
Epoch 228, Val Loss: 1.53112
Epoch 229, Val Loss: 1.53097
Epoch 230, Val Loss: 1.53195
Epoch 231, Val Loss: 1.52938
Epoch 232, Val Loss: 1.52862
Epoch 233, Val Loss: 1.52966
Epoch 234, Val Loss: 1.52948
Epoch 235, Val Loss: 1.53019
Epoch 236, Val Loss: 1.53057
Epoch 237, Val Loss: 1.52977
Epoch 238, Val Loss: 1.52772
Epoch 239, Val Loss: 1.52836
Epoch 240, Val Loss: 1.53051
Epoch 241, Val Loss: 1.53027
Epoch 242, Val Loss: 1.53142
Epoch 243, Val Loss: 1.53165
Epoch 244, Val Loss: 1.52798
Epoch 245, Val Loss: 1.52742
Epoch 246, Val Loss: 1.52634
Epoch 247, Val Loss: 1.52670
Epoch 248, Val Loss: 1.52717
Epoch 249, Val Loss: 1.52780
Epoch 250, Val Loss: 1.52776
Epoch 251, Val Loss: 1.52776
Epoch 252, Val Loss: 1.52795
Epoch 253, Val Loss: 1.52722
Epoch 254, Val Loss: 1.52720
Epoch 255, Val Loss: 1.52920
Epoch 256, Val Loss: 1.52856
Epoch 257, Val Loss: 1.52930
Epoch 258, Val Loss: 1.53131
Epoch 259, Val Loss: 1.52861
Epoch 260, Val Loss: 1.52901
Epoch 261, Val Loss: 1.53059
Epoch 262, Val Loss: 1.52850
Epoch 263, Val Loss: 1.52701
Epoch 264, Val Loss: 1.52761
Epoch 265, Val Loss: 1.52727
Epoch 266, Val Loss: 1.52801
Epoch 267, Val Loss: 1.52788
Epoch 268, Val Loss: 1.53045
Epoch 269, Val Loss: 1.52666
Epoch 270, Val Loss: 1.52694
Epoch 271, Val Loss: 1.52608
Epoch 272, Val Loss: 1.52690
Epoch 273, Val Loss: 1.53303
Epoch 274, Val Loss: 1.53242
Epoch 275, Val Loss: 1.52826
Epoch 276, Val Loss: 1.52767
Epoch 277, Val Loss: 1.52568
Epoch 278, Val Loss: 1.52483
Epoch 279, Val Loss: 1.53210
Epoch 280, Val Loss: 1.52830
Epoch 281, Val Loss: 1.52866
Epoch 282, Val Loss: 1.52644
Epoch 283, Val Loss: 1.52561
Epoch 284, Val Loss: 1.52706
Epoch 285, Val Loss: 1.52658
Epoch 286, Val Loss: 1.52571
Epoch 287, Val Loss: 1.52548
Epoch 288, Val Loss: 1.52409
Epoch 289, Val Loss: 1.52553
Epoch 290, Val Loss: 1.52592
Epoch 291, Val Loss: 1.52821
Epoch 292, Val Loss: 1.52796
Epoch 293, Val Loss: 1.52684
Epoch 294, Val Loss: 1.52633
Epoch 295, Val Loss: 1.52568
Epoch 296, Val Loss: 1.52425
Epoch 297, Val Loss: 1.52557
Epoch 298, Val Loss: 1.52456
Epoch 299, Val Loss: 1.52684
Epoch 300, Val Loss: 1.52875
Epoch 301, Val Loss: 1.52525
Epoch 302, Val Loss: 1.52814
Epoch 303, Val Loss: 1.52884
Epoch 304, Val Loss: 1.52813
Epoch 305, Val Loss: 1.52782
Epoch 306, Val Loss: 1.52788
Epoch 307, Val Loss: 1.52418
Epoch 308, Val Loss: 1.52437
Epoch 309, Val Loss: 1.52324
Epoch 310, Val Loss: 1.52392
Epoch 311, Val Loss: 1.52573
Epoch 312, Val Loss: 1.52490
Epoch 313, Val Loss: 1.52399
Epoch 314, Val Loss: 1.52370
Epoch 315, Val Loss: 1.52265
Epoch 316, Val Loss: 1.52293
Epoch 317, Val Loss: 1.52631
Epoch 318, Val Loss: 1.52407
Epoch 319, Val Loss: 1.52644
Epoch 320, Val Loss: 1.52422
Epoch 321, Val Loss: 1.52312
Epoch 322, Val Loss: 1.52286
Epoch 323, Val Loss: 1.52333
Epoch 324, Val Loss: 1.52426
Epoch 325, Val Loss: 1.52847
Epoch 326, Val Loss: 1.52729
Epoch 327, Val Loss: 1.52622
Epoch 328, Val Loss: 1.52396
Epoch 329, Val Loss: 1.52147
Epoch 330, Val Loss: 1.52187
Epoch 331, Val Loss: 1.52618
Epoch 332, Val Loss: 1.52437
Epoch 333, Val Loss: 1.52309
Epoch 334, Val Loss: 1.52206
Epoch 335, Val Loss: 1.52200
Epoch 336, Val Loss: 1.52112
Epoch 337, Val Loss: 1.52244
Epoch 338, Val Loss: 1.52345
Epoch 339, Val Loss: 1.52253
Epoch 340, Val Loss: 1.52278
Epoch 341, Val Loss: 1.52670
Epoch 342, Val Loss: 1.52229
Epoch 343, Val Loss: 1.52775
Epoch 344, Val Loss: 1.52713
Epoch 345, Val Loss: 1.52275
Epoch 346, Val Loss: 1.52447
Epoch 347, Val Loss: 1.52375
Epoch 348, Val Loss: 1.52524
Epoch 349, Val Loss: 1.53632
Epoch 350, Val Loss: 1.52604
Epoch 351, Val Loss: 1.52470
Epoch 352, Val Loss: 1.52336
Epoch 353, Val Loss: 1.52698
Epoch 354, Val Loss: 1.53228
Epoch 355, Val Loss: 1.52819
Epoch 356, Val Loss: 1.52538
Epoch 357, Val Loss: 1.52943
Epoch 358, Val Loss: 1.52357
Epoch 359, Val Loss: 1.52025
Epoch 360, Val Loss: 1.52037
Epoch 361, Val Loss: 1.52031
Epoch 362, Val Loss: 1.51966
Epoch 363, Val Loss: 1.51935
Epoch 364, Val Loss: 1.52211
Epoch 365, Val Loss: 1.52284
Epoch 366, Val Loss: 1.52060
Epoch 367, Val Loss: 1.52053
Epoch 368, Val Loss: 1.52334
Epoch 369, Val Loss: 1.52442
Epoch 370, Val Loss: 1.52211
Epoch 371, Val Loss: 1.52054
Epoch 372, Val Loss: 1.52682
Epoch 373, Val Loss: 1.53377
Epoch 374, Val Loss: 1.52384
Epoch 375, Val Loss: 1.52429
Epoch 376, Val Loss: 1.52811
Epoch 377, Val Loss: 1.52262
Epoch 378, Val Loss: 1.52148
Epoch 379, Val Loss: 1.51986
Epoch 380, Val Loss: 1.51875
Epoch 381, Val Loss: 1.51828
Epoch 382, Val Loss: 1.51949
Epoch 383, Val Loss: 1.52023
Epoch 384, Val Loss: 1.51850
Epoch 385, Val Loss: 1.51890
Epoch 386, Val Loss: 1.51973
Epoch 387, Val Loss: 1.52068
Epoch 388, Val Loss: 1.51897
Epoch 389, Val Loss: 1.51974
Epoch 390, Val Loss: 1.51836
Epoch 391, Val Loss: 1.52030
Epoch 392, Val Loss: 1.52137
Epoch 393, Val Loss: 1.52153
Epoch 394, Val Loss: 1.52230
Epoch 395, Val Loss: 1.52115
Epoch 396, Val Loss: 1.52160
Epoch 397, Val Loss: 1.52686
Epoch 398, Val Loss: 1.52079
Epoch 399, Val Loss: 1.52095
{'Log Loss - mean': 3.7281994986999987, 'Log Loss - std': 0.29060750357809745, 'AUC - mean': 0.5126028124824683, 'AUC - std': 0.045111161116504844, 'Accuracy - mean': 0.7399711238737, 'Accuracy - std': 0.017771854523789085, 'F1 score - mean': 0.6917222763926352, 'F1 score - std': 0.02604860782798759}
On Device: cuda
Epoch 0, Val Loss: 1.80068
Epoch 1, Val Loss: 1.71390
Epoch 2, Val Loss: 1.69434
Epoch 3, Val Loss: 1.66300
Epoch 4, Val Loss: 1.63000
Epoch 5, Val Loss: 1.61572
Epoch 6, Val Loss: 1.60599
Epoch 7, Val Loss: 1.59772
Epoch 8, Val Loss: 1.58637
Epoch 9, Val Loss: 1.58247
Epoch 10, Val Loss: 1.57915
Epoch 11, Val Loss: 1.57602
Epoch 12, Val Loss: 1.57158
Epoch 13, Val Loss: 1.57246
Epoch 14, Val Loss: 1.57086
Epoch 15, Val Loss: 1.56891
Epoch 16, Val Loss: 1.56795
Epoch 17, Val Loss: 1.56795
Epoch 18, Val Loss: 1.56788
Epoch 19, Val Loss: 1.56614
Epoch 20, Val Loss: 1.56676
Epoch 21, Val Loss: 1.56720
Epoch 22, Val Loss: 1.56469
Epoch 23, Val Loss: 1.56567
Epoch 24, Val Loss: 1.56593
Epoch 25, Val Loss: 1.56338
Epoch 26, Val Loss: 1.56387
Epoch 27, Val Loss: 1.56327
Epoch 28, Val Loss: 1.55977
Epoch 29, Val Loss: 1.55656
Epoch 30, Val Loss: 1.54799
Epoch 31, Val Loss: 1.53632
Epoch 32, Val Loss: 1.53412
Epoch 33, Val Loss: 1.53285
Epoch 34, Val Loss: 1.53162
Epoch 35, Val Loss: 1.53227
Epoch 36, Val Loss: 1.53127
Epoch 37, Val Loss: 1.53021
Epoch 38, Val Loss: 1.53093
Epoch 39, Val Loss: 1.53029
Epoch 40, Val Loss: 1.52900
Epoch 41, Val Loss: 1.52970
Epoch 42, Val Loss: 1.52951
Epoch 43, Val Loss: 1.52793
Epoch 44, Val Loss: 1.52816
Epoch 45, Val Loss: 1.52833
Epoch 46, Val Loss: 1.52688
Epoch 47, Val Loss: 1.52662
Epoch 48, Val Loss: 1.52649
Epoch 49, Val Loss: 1.52609
Epoch 50, Val Loss: 1.52578
Epoch 51, Val Loss: 1.52527
Epoch 52, Val Loss: 1.52542
Epoch 53, Val Loss: 1.52487
Epoch 54, Val Loss: 1.52574
Epoch 55, Val Loss: 1.52474
Epoch 56, Val Loss: 1.52542
Epoch 57, Val Loss: 1.52387
Epoch 58, Val Loss: 1.52432
Epoch 59, Val Loss: 1.52310
Epoch 60, Val Loss: 1.52382
Epoch 61, Val Loss: 1.52271
Epoch 62, Val Loss: 1.52348
Epoch 63, Val Loss: 1.52240
Epoch 64, Val Loss: 1.52296
Epoch 65, Val Loss: 1.52199
Epoch 66, Val Loss: 1.52276
Epoch 67, Val Loss: 1.52154
Epoch 68, Val Loss: 1.52247
Epoch 69, Val Loss: 1.52125
Epoch 70, Val Loss: 1.52241
Epoch 71, Val Loss: 1.52098
Epoch 72, Val Loss: 1.52270
Epoch 73, Val Loss: 1.52092
Epoch 74, Val Loss: 1.52215
Epoch 75, Val Loss: 1.52049
Epoch 76, Val Loss: 1.52093
Epoch 77, Val Loss: 1.51981
Epoch 78, Val Loss: 1.52102
Epoch 79, Val Loss: 1.51947
Epoch 80, Val Loss: 1.52189
Epoch 81, Val Loss: 1.51984
Epoch 82, Val Loss: 1.52061
Epoch 83, Val Loss: 1.52138
Epoch 84, Val Loss: 1.51945
Epoch 85, Val Loss: 1.51804
Epoch 86, Val Loss: 1.52079
Epoch 87, Val Loss: 1.51930
Epoch 88, Val Loss: 1.52210
Epoch 89, Val Loss: 1.51977
Epoch 90, Val Loss: 1.52011
Epoch 91, Val Loss: 1.51817
Epoch 92, Val Loss: 1.52067
Epoch 93, Val Loss: 1.51813
Epoch 94, Val Loss: 1.51733
Epoch 95, Val Loss: 1.51950
Epoch 96, Val Loss: 1.51867
Epoch 97, Val Loss: 1.51809
Epoch 98, Val Loss: 1.51989
Epoch 99, Val Loss: 1.51767
Epoch 100, Val Loss: 1.51702
Epoch 101, Val Loss: 1.51939
Epoch 102, Val Loss: 1.51620
Epoch 103, Val Loss: 1.51514
Epoch 104, Val Loss: 1.51599
Epoch 105, Val Loss: 1.51829
Epoch 106, Val Loss: 1.51632
Epoch 107, Val Loss: 1.51857
Epoch 108, Val Loss: 1.51693
Epoch 109, Val Loss: 1.51788
Epoch 110, Val Loss: 1.51941
Epoch 111, Val Loss: 1.51950
Epoch 112, Val Loss: 1.51630
Epoch 113, Val Loss: 1.51681
Epoch 114, Val Loss: 1.51748
Epoch 115, Val Loss: 1.52011
Epoch 116, Val Loss: 1.51671
Epoch 117, Val Loss: 1.51999
Epoch 118, Val Loss: 1.51580
Epoch 119, Val Loss: 1.51531
Epoch 120, Val Loss: 1.51835
Epoch 121, Val Loss: 1.51492
Epoch 122, Val Loss: 1.51471
Epoch 123, Val Loss: 1.51573
Epoch 124, Val Loss: 1.51373
Epoch 125, Val Loss: 1.51504
Epoch 126, Val Loss: 1.51380
Epoch 127, Val Loss: 1.51381
Epoch 128, Val Loss: 1.51421
Epoch 129, Val Loss: 1.51388
Epoch 130, Val Loss: 1.51309
Epoch 131, Val Loss: 1.51463
Epoch 132, Val Loss: 1.51457
Epoch 133, Val Loss: 1.51555
Epoch 134, Val Loss: 1.51654
Epoch 135, Val Loss: 1.51625
Epoch 136, Val Loss: 1.51642
Epoch 137, Val Loss: 1.51456
Epoch 138, Val Loss: 1.51625
Epoch 139, Val Loss: 1.51276
Epoch 140, Val Loss: 1.51237
Epoch 141, Val Loss: 1.51658
Epoch 142, Val Loss: 1.51650
Epoch 143, Val Loss: 1.51608
Epoch 144, Val Loss: 1.51691
Epoch 145, Val Loss: 1.51271
Epoch 146, Val Loss: 1.51241
Epoch 147, Val Loss: 1.51392
Epoch 148, Val Loss: 1.51222
Epoch 149, Val Loss: 1.51278
Epoch 150, Val Loss: 1.51406
Epoch 151, Val Loss: 1.51101
Epoch 152, Val Loss: 1.51065
Epoch 153, Val Loss: 1.51248
Epoch 154, Val Loss: 1.51243
Epoch 155, Val Loss: 1.51190
Epoch 156, Val Loss: 1.51260
Epoch 157, Val Loss: 1.51031
Epoch 158, Val Loss: 1.51164
Epoch 159, Val Loss: 1.51023
Epoch 160, Val Loss: 1.51019
Epoch 161, Val Loss: 1.50973
Epoch 162, Val Loss: 1.50999
Epoch 163, Val Loss: 1.51053
Epoch 164, Val Loss: 1.51029
Epoch 165, Val Loss: 1.50869
Epoch 166, Val Loss: 1.50910
Epoch 167, Val Loss: 1.51163
Epoch 168, Val Loss: 1.50929
Epoch 169, Val Loss: 1.50982
Epoch 170, Val Loss: 1.50987
Epoch 171, Val Loss: 1.50991
Epoch 172, Val Loss: 1.50985
Epoch 173, Val Loss: 1.51196
Epoch 174, Val Loss: 1.50994
Epoch 175, Val Loss: 1.50987
Epoch 176, Val Loss: 1.51405
Epoch 177, Val Loss: 1.51035
Epoch 178, Val Loss: 1.50838
Epoch 179, Val Loss: 1.51024
Epoch 180, Val Loss: 1.50738
Epoch 181, Val Loss: 1.50778
Epoch 182, Val Loss: 1.50931
Epoch 183, Val Loss: 1.51057
Epoch 184, Val Loss: 1.51123
Epoch 185, Val Loss: 1.51248
Epoch 186, Val Loss: 1.50888
Epoch 187, Val Loss: 1.51008
Epoch 188, Val Loss: 1.50829
Epoch 189, Val Loss: 1.50792
Epoch 190, Val Loss: 1.50952
Epoch 191, Val Loss: 1.51316
Epoch 192, Val Loss: 1.51047
Epoch 193, Val Loss: 1.50936
Epoch 194, Val Loss: 1.51191
Epoch 195, Val Loss: 1.50963
Epoch 196, Val Loss: 1.50770
Epoch 197, Val Loss: 1.51036
Epoch 198, Val Loss: 1.51029
Epoch 199, Val Loss: 1.50902
Epoch 200, Val Loss: 1.50718
Epoch 201, Val Loss: 1.50698
Epoch 202, Val Loss: 1.50657
Epoch 203, Val Loss: 1.50728
Epoch 204, Val Loss: 1.50652
Epoch 205, Val Loss: 1.50917
Epoch 206, Val Loss: 1.50751
Epoch 207, Val Loss: 1.50790
Epoch 208, Val Loss: 1.51023
Epoch 209, Val Loss: 1.50983
Epoch 210, Val Loss: 1.50991
Epoch 211, Val Loss: 1.51243
Epoch 212, Val Loss: 1.50943
Epoch 213, Val Loss: 1.50766
Epoch 214, Val Loss: 1.51788
Epoch 215, Val Loss: 1.50957
Epoch 216, Val Loss: 1.51038
Epoch 217, Val Loss: 1.51046
Epoch 218, Val Loss: 1.51041
Epoch 219, Val Loss: 1.50985
Epoch 220, Val Loss: 1.51296
Epoch 221, Val Loss: 1.50779
Epoch 222, Val Loss: 1.50542
Epoch 223, Val Loss: 1.50745
Epoch 224, Val Loss: 1.50501
Epoch 225, Val Loss: 1.50403
Epoch 226, Val Loss: 1.50470
Epoch 227, Val Loss: 1.50558
Epoch 228, Val Loss: 1.50553
Epoch 229, Val Loss: 1.50596
Epoch 230, Val Loss: 1.50417
Epoch 231, Val Loss: 1.50437
Epoch 232, Val Loss: 1.50574
Epoch 233, Val Loss: 1.50575
Epoch 234, Val Loss: 1.50572
Epoch 235, Val Loss: 1.50549
Epoch 236, Val Loss: 1.50531
Epoch 237, Val Loss: 1.50386
Epoch 238, Val Loss: 1.50545
Epoch 239, Val Loss: 1.50810
Epoch 240, Val Loss: 1.50786
Epoch 241, Val Loss: 1.50817
Epoch 242, Val Loss: 1.50912
Epoch 243, Val Loss: 1.50521
Epoch 244, Val Loss: 1.50448
Epoch 245, Val Loss: 1.51137
Epoch 246, Val Loss: 1.50854
Epoch 247, Val Loss: 1.50586
Epoch 248, Val Loss: 1.50968
Epoch 249, Val Loss: 1.50611
Epoch 250, Val Loss: 1.50919
Epoch 251, Val Loss: 1.52029
Epoch 252, Val Loss: 1.51069
Epoch 253, Val Loss: 1.50818
Epoch 254, Val Loss: 1.50493
Epoch 255, Val Loss: 1.50460
Epoch 256, Val Loss: 1.50629
Epoch 257, Val Loss: 1.50520
Epoch 258, Val Loss: 1.50415
Epoch 259, Val Loss: 1.51159
Epoch 260, Val Loss: 1.50502
Epoch 261, Val Loss: 1.50388
Epoch 262, Val Loss: 1.50587
Epoch 263, Val Loss: 1.50323
Epoch 264, Val Loss: 1.50269
Epoch 265, Val Loss: 1.50575
Epoch 266, Val Loss: 1.50298
Epoch 267, Val Loss: 1.50271
Epoch 268, Val Loss: 1.50301
Epoch 269, Val Loss: 1.50364
Epoch 270, Val Loss: 1.50484
Epoch 271, Val Loss: 1.50434
Epoch 272, Val Loss: 1.50372
Epoch 273, Val Loss: 1.50365
Epoch 274, Val Loss: 1.50367
Epoch 275, Val Loss: 1.50578
Epoch 276, Val Loss: 1.50599
Epoch 277, Val Loss: 1.50430
Epoch 278, Val Loss: 1.50493
Epoch 279, Val Loss: 1.50245
Epoch 280, Val Loss: 1.50396
Epoch 281, Val Loss: 1.50629
Epoch 282, Val Loss: 1.50683
Epoch 283, Val Loss: 1.50474
Epoch 284, Val Loss: 1.50535
Epoch 285, Val Loss: 1.50371
Epoch 286, Val Loss: 1.50163
Epoch 287, Val Loss: 1.50542
Epoch 288, Val Loss: 1.50288
Epoch 289, Val Loss: 1.50276
Epoch 290, Val Loss: 1.50377
Epoch 291, Val Loss: 1.50466
Epoch 292, Val Loss: 1.50119
Epoch 293, Val Loss: 1.50227
Epoch 294, Val Loss: 1.50264
Epoch 295, Val Loss: 1.50149
Epoch 296, Val Loss: 1.50208
Epoch 297, Val Loss: 1.50602
Epoch 298, Val Loss: 1.50294
Epoch 299, Val Loss: 1.50439
Epoch 300, Val Loss: 1.50744
Epoch 301, Val Loss: 1.50429
Epoch 302, Val Loss: 1.50180
Epoch 303, Val Loss: 1.50355
Epoch 304, Val Loss: 1.50069
Epoch 305, Val Loss: 1.50033
Epoch 306, Val Loss: 1.50456
Epoch 307, Val Loss: 1.50149
Epoch 308, Val Loss: 1.50276
Epoch 309, Val Loss: 1.50342
Epoch 310, Val Loss: 1.50175
Epoch 311, Val Loss: 1.50196
Epoch 312, Val Loss: 1.50703
Epoch 313, Val Loss: 1.50397
Epoch 314, Val Loss: 1.50286
Epoch 315, Val Loss: 1.50199
Epoch 316, Val Loss: 1.50127
Epoch 317, Val Loss: 1.50226
Epoch 318, Val Loss: 1.50211
Epoch 319, Val Loss: 1.50299
Epoch 320, Val Loss: 1.50184
Epoch 321, Val Loss: 1.50216
Epoch 322, Val Loss: 1.50066
Epoch 323, Val Loss: 1.50330
Epoch 324, Val Loss: 1.50132
Epoch 325, Val Loss: 1.50190
Epoch 326, Val Loss: 1.50034
Epoch 327, Val Loss: 1.50424
Epoch 328, Val Loss: 1.50401
Epoch 329, Val Loss: 1.50206
Epoch 330, Val Loss: 1.50211
Epoch 331, Val Loss: 1.49996
Epoch 332, Val Loss: 1.49982
Epoch 333, Val Loss: 1.50038
Epoch 334, Val Loss: 1.49872
Epoch 335, Val Loss: 1.49942
Epoch 336, Val Loss: 1.49971
Epoch 337, Val Loss: 1.49845
Epoch 338, Val Loss: 1.49891
Epoch 339, Val Loss: 1.50207
Epoch 340, Val Loss: 1.50205
Epoch 341, Val Loss: 1.50024
Epoch 342, Val Loss: 1.50122
Epoch 343, Val Loss: 1.49855
Epoch 344, Val Loss: 1.49921
Epoch 345, Val Loss: 1.50432
Epoch 346, Val Loss: 1.50342
Epoch 347, Val Loss: 1.50112
Epoch 348, Val Loss: 1.49942
Epoch 349, Val Loss: 1.49747
Epoch 350, Val Loss: 1.50161
Epoch 351, Val Loss: 1.49708
Epoch 352, Val Loss: 1.49606
Epoch 353, Val Loss: 1.50205
Epoch 354, Val Loss: 1.49955
Epoch 355, Val Loss: 1.50504
Epoch 356, Val Loss: 1.49731
Epoch 357, Val Loss: 1.49658
Epoch 358, Val Loss: 1.50454
Epoch 359, Val Loss: 1.49828
Epoch 360, Val Loss: 1.49715
Epoch 361, Val Loss: 1.49739
Epoch 362, Val Loss: 1.49435
Epoch 363, Val Loss: 1.49412
Epoch 364, Val Loss: 1.49285
Epoch 365, Val Loss: 1.49321
Epoch 366, Val Loss: 1.49280
Epoch 367, Val Loss: 1.49364
Epoch 368, Val Loss: 1.49395
Epoch 369, Val Loss: 1.49446
Epoch 370, Val Loss: 1.49312
Epoch 371, Val Loss: 1.49641
Epoch 372, Val Loss: 1.49222
Epoch 373, Val Loss: 1.49148
Epoch 374, Val Loss: 1.49270
Epoch 375, Val Loss: 1.49142
Epoch 376, Val Loss: 1.49677
Epoch 377, Val Loss: 1.49457
Epoch 378, Val Loss: 1.49511
Epoch 379, Val Loss: 1.50302
Epoch 380, Val Loss: 1.50194
Epoch 381, Val Loss: 1.50131
Epoch 382, Val Loss: 1.49918
Epoch 383, Val Loss: 1.50095
Epoch 384, Val Loss: 1.49943
Epoch 385, Val Loss: 1.49694
Epoch 386, Val Loss: 1.49735
Epoch 387, Val Loss: 1.50416
Epoch 388, Val Loss: 1.50499
Epoch 389, Val Loss: 1.50301
Epoch 390, Val Loss: 1.51430
Epoch 391, Val Loss: 1.50645
Epoch 392, Val Loss: 1.49607
Epoch 393, Val Loss: 1.51993
Epoch 394, Val Loss: 1.50293
Epoch 395, Val Loss: 1.49820
Epoch 396, Val Loss: 1.49506
Epoch 397, Val Loss: 1.49637
Epoch 398, Val Loss: 1.49860
Epoch 399, Val Loss: 1.49374
{'Log Loss - mean': 3.736216634635825, 'Log Loss - std': 0.2604213408750697, 'AUC - mean': 0.5075222039027881, 'AUC - std': 0.041608458514863146, 'Accuracy - mean': 0.7384356519603565, 'Accuracy - std': 0.016189556712845624, 'F1 score - mean': 0.6903400492393892, 'F1 score - std': 0.023462015758108246}
{'Log Loss - mean': 3.736216634635825, 'Log Loss - std': 0.2604213408750697, 'AUC - mean': 0.5075222039027881, 'AUC - std': 0.041608458514863146, 'Accuracy - mean': 0.7384356519603565, 'Accuracy - std': 0.016189556712845624, 'F1 score - mean': 0.6903400492393892, 'F1 score - std': 0.023462015758108246}
(863.9583980799998, 0.1828190800000357)
Wrote profile results to train.py.lprof
Timer unit: 1e-06 s

Total time: 6748.5 s
File: /opt/notebooks/models/basemodel_torch.py
Function: fit at line 38

Line #      Hits         Time  Per Hit   % Time  Line Contents
==============================================================
    38                                               @profile
    39                                               def fit(self, X, y, X_val=None, y_val=None):
    40         5       1009.4    201.9      0.0          optimizer = optim.AdamW(self.model.parameters(), lr=self.params["learning_rate"])
    41                                           
    42         5      62857.0  12571.4      0.0          X = torch.tensor(X).float()
    43         5      19017.4   3803.5      0.0          X_val = torch.tensor(X_val).float()
    44                                           
    45         5       3165.1    633.0      0.0          y = torch.tensor(y)
    46         5        652.8    130.6      0.0          y_val = torch.tensor(y_val)
    47                                           
    48         5         14.7      2.9      0.0          if self.args.objective == "regression":
    49                                                       loss_func = nn.MSELoss()
    50                                                       y = y.float()
    51                                                       y_val = y_val.float()
    52         5          2.6      0.5      0.0          elif self.args.objective == "classification":
    53         5        831.4    166.3      0.0              loss_func = nn.CrossEntropyLoss()
    54                                                   else:
    55                                                       loss_func = nn.BCEWithLogitsLoss()
    56                                                       y = y.float()
    57                                                       y_val = y_val.float()
    58                                           
    59         5         81.5     16.3      0.0          train_dataset = TensorDataset(X, y)
    60        10        667.4     66.7      0.0          train_loader = DataLoader(dataset=train_dataset, batch_size=self.args.batch_size, shuffle=False,
    61         5          1.7      0.3      0.0                                    num_workers=4)
    62                                           
    63         5         34.4      6.9      0.0          val_dataset = TensorDataset(X_val, y_val)
    64         5        241.1     48.2      0.0          val_loader = DataLoader(dataset=val_dataset, batch_size=self.args.val_batch_size, shuffle=False)
    65                                           
    66         5         11.6      2.3      0.0          min_val_loss = float("inf")
    67         5          1.4      0.3      0.0          min_val_loss_idx = 0
    68                                           
    69         5          2.1      0.4      0.0          loss_history = []
    70         5          1.4      0.3      0.0          val_loss_history = []
    71                                           
    72      2005       1733.9      0.9      0.0          for epoch in range(self.args.epochs):
    73     60000 3446585903.9  57443.1     51.1              for i, (batch_X, batch_y) in enumerate(train_loader): # costy
    74                                           
    75     58000  162530806.4   2802.3      2.4                  out = self.model(batch_X.to(self.device)) # costy
    76                                           
    77     58000     203311.8      3.5      0.0                  if self.args.objective == "regression" or self.args.objective == "binary":
    78                                                               out = out.squeeze()
    79                                           
    80     58000  300197220.4   5175.8      4.4                  loss = loss_func(out, batch_y.to(self.device))
    81     58000   43431881.4    748.8      0.6                  loss_history.append(loss.item())
    82                                           
    83     58000   21903628.2    377.6      0.3                  optimizer.zero_grad()
    84     58000   96187105.9   1658.4      1.4                  loss.backward() # costy
    85     58000  153801584.5   2651.8      2.3                  optimizer.step() # costy
    86                                           
    87                                                       # Early Stopping
    88      2000     549918.4    275.0      0.0              val_loss = 0.0
    89      2000        924.4      0.5      0.0              val_dim = 0
    90     18000 2434312323.0 135239.6     36.1              for val_i, (batch_val_X, batch_val_y) in enumerate(val_loader):
    91     16000   24150490.7   1509.4      0.4                  out = self.model(batch_val_X.to(self.device))
    92                                           
    93     16000      60719.9      3.8      0.0                  if self.args.objective == "regression" or self.args.objective == "binary":
    94                                                               out = out.squeeze()
    95                                           
    96     16000   61662910.8   3853.9      0.9                  val_loss += loss_func(out, batch_val_y.to(self.device))
    97     16000      16655.7      1.0      0.0                  val_dim += 1
    98                                           
    99      2000      76456.1     38.2      0.0              val_loss /= val_dim
   100      2000     569736.6    284.9      0.0              val_loss_history.append(val_loss.item())
   101                                           
   102      2000     259903.9    130.0      0.0              print("Epoch %d, Val Loss: %.5f" % (epoch, val_loss))
   103                                           
   104      2000     664554.1    332.3      0.0              if val_loss < min_val_loss:
   105       528      99999.5    189.4      0.0                  min_val_loss = val_loss
   106       528        293.8      0.6      0.0                  min_val_loss_idx = epoch
   107                                           
   108                                                           # Save the currently best model
   109       528    1117015.2   2115.6      0.0                  self.save_model(filename_extension="best", directory="tmp")
   110                                           
